Greece,6/12/2017 21:50:00,47,6,
Greece,6/12/2017 21:20:00,44,4,
Greece,6/12/2017 20:50:00,47,3,
Greece,6/12/2017 20:20:00,41,4,
Greece,6/12/2017 19:50:00,41,3,
Greece,6/12/2017 19:20:00,41,3,
Greece,6/12/2017 18:50:00,41,4,
Greece,6/12/2017 18:20:00,39,5,
Greece,6/12/2017 17:50:00,39,5,
Greece,6/12/2017 17:20:00,39,7,
Greece,6/12/2017 16:50:00,36,8,
Greece,6/12/2017 16:20:00,34,9,
Greece,6/12/2017 15:50:00,34,9,
Greece,6/12/2017 15:20:00,36,10,
Greece,6/12/2017 14:50:00,36,11,
Greece,6/12/2017 14:20:00,34,12,
Greece,6/12/2017 13:50:00,34,12,
Greece,6/12/2017 13:20:00,32,12,
Greece,6/12/2017 12:50:00,36,11,
Greece,6/12/2017 12:20:00,34,11,
Greece,6/12/2017 11:50:00,34,12,
Greece,6/12/2017 11:20:00,34,11,
Greece,6/12/2017 10:50:00,39,11,
Greece,6/12/2017 10:20:00,39,11,
Greece,6/12/2017 09:50:00,41,11,
Greece,6/12/2017 09:20:00,36,12,
Greece,6/12/2017 08:50:00,39,11,
Greece,6/12/2017 08:20:00,42,10,
Greece,6/12/2017 07:50:00,44,9,
Greece,6/12/2017 07:20:00,47,7,
Greece,6/12/2017 06:50:00,47,7,
Greece,6/12/2017 06:20:00,50,7,
Greece,6/12/2017 05:50:00,53,7,
Greece,6/12/2017 05:20:00,57,7,
Greece,6/12/2017 04:50:00,57,9,
Greece,6/12/2017 04:20:00,60,8,
Greece,6/12/2017 03:50:00,64,8,
Greece,6/12/2017 03:20:00,64,7,
Greece,6/12/2017 02:50:00,64,7,
Greece,6/12/2017 02:20:00,64,5,
Greece,6/12/2017 01:50:00,64,6,
Greece,6/12/2017 01:20:00,64,4,
Greece,6/12/2017 00:50:00,64,2,
Greece,6/12/2017 00:20:00,64,3,
Greece,6/11/2017 23:50:00,64,
Greece,6/11/2017 23:20:00,73,1,
Greece,6/11/2017 22:50:00,73,
Greece,6/11/2017 22:20:00,69,1,
Greece,6/11/2017 22:00:00,3776,
Greece,6/11/2017 23:00:00,3884,
Greece,6/12/2017 00:00:00,3957,
Greece,6/12/2017 01:00:00,4146,
Greece,6/12/2017 02:00:00,4704,
Greece,6/12/2017 03:00:00,5302,
Greece,6/12/2017 04:00:00,5688,
Greece,6/12/2017 05:00:00,5815,
Greece,6/12/2017 06:00:00,6030,
Greece,6/12/2017 07:00:00,6138,
Greece,6/12/2017 08:00:00,6148,
Greece,6/12/2017 09:00:00,5971,
Greece,6/12/2017 10:00:00,5710,
Greece,6/12/2017 11:00:00,5508,
Greece,6/12/2017 12:00:00,5452,
Greece,6/12/2017 13:00:00,5461,
Greece,6/12/2017 14:00:00,5500,
Greece,6/12/2017 15:00:00,5658,
Greece,6/12/2017 16:00:00,6019,
Greece,6/12/2017 17:00:00,5663,
Greece,6/12/2017 18:00:00,5301,
Greece,6/12/2017 19:00:00,4857,
Greece,6/12/2017 20:00:00,4494,
Greece,6/12/2017 21:00:00,4322,
Greece,6/12/2017 22:00:00,4260,
