Serbia,6/4/2018 9:30:00 PM,22,748,73,2,
Serbia,6/4/2018 9:00:00 PM,22,748,69,2,
Serbia,6/4/2018 8:30:00 PM,22,748,69,2,
Serbia,6/4/2018 8:00:00 PM,24,748.1,61,2,
Serbia,6/4/2018 7:30:00 PM,23,748,65,2,
Serbia,6/4/2018 7:00:00 PM,24,748.1,65,1,
Serbia,6/4/2018 6:30:00 PM,25,747.4,61,2,
Serbia,6/4/2018 6:00:00 PM,26,747.4,58,1,
Serbia,6/4/2018 5:30:00 PM,26,747.4,58,2,
Serbia,6/4/2018 5:00:00 PM,26,747.4,54,3,
Serbia,6/4/2018 4:30:00 PM,28,747.5,48,3,
Serbia,6/4/2018 4:00:00 PM,28,747.5,48,4,
Serbia,6/4/2018 3:30:00 PM,28,747.5,48,4,
Serbia,6/4/2018 3:00:00 PM,29,747.5,40,5,
Serbia,6/4/2018 2:30:00 PM,29,747.5,40,6,
Serbia,6/4/2018 2:00:00 PM,29,748.2,40,7,
Serbia,6/4/2018 1:30:00 PM,29,748.2,40,6,
Serbia,6/4/2018 1:00:00 PM,28,748.2,48,3,
Serbia,6/4/2018 12:30:00 PM,27,749,51,1,
Serbia,6/4/2018 12:00:00 PM,26,748.9,54,2,
Serbia,6/4/2018 11:30:00 AM,23,748.8,74,2,
Serbia,6/4/2018 11:00:00 AM,24,749.4,61,7,
Serbia,6/4/2018 10:30:00 AM,27,749.4,48,4,
Serbia,6/4/2018 10:00:00 AM,27,749.4,51,3,
Serbia,6/4/2018 9:30:00 AM,26,750.2,58,2,
Serbia,6/4/2018 9:00:00 AM,26,750.2,58,2,
Serbia,6/4/2018 8:30:00 AM,25,750.2,61,3,
Serbia,6/4/2018 8:00:00 AM,24,750.2,65,2,
Serbia,6/4/2018 7:30:00 AM,23,750.1,69,2,
Serbia,6/4/2018 7:00:00 AM,22,750.1,73,2,
Serbia,6/4/2018 6:30:00 AM,21,750.8,78,2,
Serbia,6/4/2018 6:00:00 AM,21,750.8,78,2,
Serbia,6/4/2018 5:30:00 AM,20,750.7,83,3,
Serbia,6/4/2018 5:00:00 AM,19,750,88,2,
Serbia,6/4/2018 4:30:00 AM,18,750,94,2,
Serbia,6/4/2018 4:00:00 AM,18,750,88,2,
Serbia,6/4/2018 3:30:00 AM,18,750,88,2,
Serbia,6/4/2018 3:00:00 AM,18,750,88,3,
Serbia,6/4/2018 2:30:00 AM,18,750,88,3,
Serbia,6/4/2018 2:00:00 AM,18,750,88,3,
Serbia,6/4/2018 1:30:00 AM,18,750,88,3,
Serbia,6/4/2018 1:00:00 AM,19,750,83,3,
Serbia,6/4/2018 12:30:00 AM,19,750,88,3,
Serbia,6/4/2018 12:00:00 AM,19,750.7,88,3,
Serbia,6/3/2018 11:30:00 PM,19,750.7,88,3,
Serbia,6/3/2018 11:00:00 PM,20,750.7,83,4,
Serbia,6/3/2018 10:30:00 PM,20,750.7,83,4,
Serbia,6/3/2018 10:00:00 PM,21,750.8,78,3,
Serbia,6/3/2018 9:30:00 PM,20,750.7,78,3,
Serbia,6/3/2018 9:00:00 PM,20,750.7,78,2,
Serbia,6/3/2018 8:30:00 PM,20,751.5,78,2,
Serbia,6/3/2018 8:00:00 PM,20,750.7,83,4,
Serbia,6/3/2018 7:00:00 PM,22,750.8,69,3,
Serbia,6/3/2018 6:00:00 PM,25,750.9,65,3,
Serbia,6/3/2018 5:00:00 PM,25,750.9,65,3,
Serbia,6/3/2018 4:30:00 PM,25,750.9,61,2,
Serbia,6/3/2018 4:00:00 PM,25,750.9,65,4,
Serbia,6/3/2018 3:30:00 PM,22,750.8,78,3,
Serbia,6/3/2018 3:00:00 PM,26,750.9,54,5,
Serbia,6/3/2018 2:30:00 PM,26,750.9,54,7,
Serbia,6/3/2018 2:00:00 PM,26,751.7,58,6,
Serbia,6/3/2018 1:30:00 PM,30,751.8,40,4,
Serbia,6/3/2018 1:00:00 PM,29,751.8,43,1,
Serbia,6/3/2018 12:30:00 PM,29,751.8,40,5,
